ngrdcol,iterations,nz,tasks,total_runs,total,compute_i,baseline,advance_clubb_core_api,output_multi_col,mainloop,acc_data_copyin_r,runloop_r,mainloop_r,loop_init_r,advance_clubb_core_api_r,acc_data_create_r,i_loops_r,ik_loops_r,ik_loops_big_r,penta_lu_solve_multiple_rhs_lhs_r,tridiag_lu_solve_multiple_rhs_lhs_r,fill_holes_r,penta_lu_solve_single_rhs_multiple_lhs_r,setup_pdf_parameters_r,SILHS_r,microphys_r,loop_end_r,output_multi_col_r
36,870,34,36,9,6.788207530975342,0.00032688519862318307,4.228696425755818,0.0,0.0,0.0,0.0,2.47,0.2743333333333333,0.013555555555555555,0.185,0.00011111111111111112,0.00044444444444444447,0.009555555555555555,0.011333333333333332,0.005888888888888889,0.003888888888888889,0.0028888888888888888,0.0028888888888888888,0.014222222222222223,0.013000000000000001,0.013555555555555555,0.013222222222222222,0.013444444444444445
72,870,34,36,8,7.075634479522705,0.000387779437719177,4.376689592997233,0.0,0.0,0.0,0.0,2.69,0.33625,0.01375,0.245625,0.00025,0.0005,0.01275,0.01425,0.011125,0.006,0.0065,0.004625,0.014375,0.014375,0.0135,0.01275,0.012375
108,870,34,36,8,7.782730579376221,0.0005095861880715322,4.236010710398356,0.0,0.0,0.0,0.0,3.361,0.42,0.015125,0.33225,0.000125,0.0005,0.016625,0.0225,0.01675,0.009,0.00975,0.008,0.0135,0.012,0.013375,0.01275,0.011875
144,870,34,36,7,7.705264091491699,0.000558907749487131,4.301515897115071,0.0,0.0,0.0,0.0,3.311,0.47285714285714286,0.016999999999999998,0.38342857142857145,0.00014285714285714287,0.0005714285714285715,0.02014285714285714,0.025857142857142856,0.024,0.01057142857142857,0.012142857142857144,0.009285714285714286,0.013142857142857142,0.013142857142857142,0.012857142857142857,0.011571428571428571,0.013571428571428571
180,870,34,36,7,8.492486238479614,0.0006962562951483097,4.252285401026408,0.0,0.0,0.0,0.0,4.016,0.5734285714285715,0.018857142857142857,0.4824285714285714,0.00014285714285714287,0.0007142857142857143,0.024857142857142855,0.030857142857142857,0.030714285714285715,0.014142857142857143,0.015,0.012857142857142857,0.013142857142857142,0.012428571428571428,0.013,0.012857142857142857,0.012142857142857144
216,870,34,36,7,8.728006601333618,0.0007284479710203608,4.291758457819621,0.0,0.0,0.0,0.0,4.318,0.6167142857142858,0.021285714285714286,0.5234285714285715,0.0004285714285714286,0.0004285714285714286,0.026,0.03614285714285714,0.03471428571428571,0.016857142857142855,0.016857142857142855,0.01457142857142857,0.01457142857142857,0.012142857142857144,0.01257142857142857,0.011571428571428571,0.01257142857142857
252,870,34,36,7,9.379053115844727,0.0008509817577543713,4.1965742111206055,0.0,0.0,0.0,0.0,5.058,0.7222857142857143,0.02157142857142857,0.6264285714285714,0.00014285714285714287,0.0005714285714285715,0.030571428571428572,0.04471428571428571,0.04014285714285715,0.020428571428571428,0.020285714285714285,0.01757142857142857,0.01457142857142857,0.011714285714285715,0.013142857142857142,0.013,0.012428571428571428
288,870,34,36,6,9.043972492218018,0.0009098784829160415,4.294406811396281,0.0,0.0,0.0,0.0,4.526,0.7541666666666668,0.024999999999999998,0.6556666666666667,0.00016666666666666666,0.0006666666666666666,0.03233333333333333,0.044833333333333336,0.04666666666666667,0.022333333333333334,0.024666666666666667,0.017833333333333333,0.013833333333333335,0.012166666666666666,0.012833333333333334,0.012499999999999999,0.011833333333333333
324,870,34,36,6,9.5028555393219,0.0010077562520939424,4.2423679033915205,0.0,0.0,0.0,0.0,5.196,0.8658333333333333,0.02766666666666667,0.7615,0.00016666666666666666,0.0008333333333333334,0.03916666666666666,0.053,0.051666666666666666,0.025666666666666667,0.025666666666666667,0.02266666666666667,0.0165,0.012333333333333333,0.011999999999999999,0.014,0.012499999999999999
360,870,34,36,6,9.967165231704712,0.0011071773628926673,4.187699397404988,0.0,0.0,0.0,0.0,5.455,0.9085,0.030333333333333334,0.8043333333333332,0.0005,0.0006666666666666666,0.0415,0.05666666666666667,0.05583333333333334,0.024999999999999998,0.029166666666666664,0.023666666666666666,0.0155,0.012666666666666666,0.012166666666666666,0.012333333333333333,0.0105
