ngrdcol,iterations,nz,tasks,total_runs,total,compute_i,baseline,advance_clubb_core_api,output_multi_col,mainloop,acc_data_copyin_r,runloop_r,mainloop_r,loop_init_r,advance_clubb_core_api_r,acc_data_create_r,i_loops_r,ik_loops_r,ik_loops_big_r,penta_lu_solve_multiple_rhs_lhs_r,tridiag_lu_solve_multiple_rhs_lhs_r,fill_holes_r,penta_lu_solve_single_rhs_multiple_lhs_r,setup_pdf_parameters_r,SILHS_r,microphys_r,loop_end_r,output_multi_col_r
36,870,67,36,9,5.174877405166626,0.00023149376272799972,3.362281243006388,0.0,0.0,0.0,0.0,1.834,0.20366666666666666,0.007888888888888888,0.15988888888888889,0.00011111111111111112,0.00022222222222222223,0.008777777777777778,0.010777777777777778,0.005888888888888889,0.003333333333333333,0.003,0.0024444444444444444,0.006666666666666666,0.006222222222222223,0.006222222222222223,0.006333333333333333,0.006222222222222223
72,870,67,36,8,5.6562180519104,0.0003221863987802089,3.4138007164001465,0.0,0.0,0.0,0.0,2.139,0.267375,0.008875,0.2225,0.000125,0.00025,0.01125,0.014,0.01225,0.006375,0.0065,0.005125,0.00675,0.00625,0.00625,0.00625,0.00625
108,870,67,36,8,6.361361026763916,0.00044042706717933275,3.2959886391957602,0.0,0.0,0.0,0.0,2.869,0.3585,0.0105,0.31225,0.000125,0.00025,0.01625,0.020625,0.018125,0.009375,0.009875,0.007625,0.006875,0.006125,0.00625,0.00625,0.006125
144,870,67,36,7,6.303219556808472,0.0004895986072600834,3.321564038594564,0.0,0.0,0.0,0.0,2.858,0.4081428571428572,0.011428571428571429,0.36042857142857143,0.00014285714285714287,0.00028571428571428574,0.01757142857142857,0.024,0.024142857142857143,0.012428571428571428,0.012857142857142857,0.01,0.007285714285714285,0.006142857142857143,0.006142857142857143,0.006285714285714285,0.006142857142857143
180,870,67,36,7,6.918218612670898,0.0005752254589437852,3.415095567703247,0.0,0.0,0.0,0.0,3.546,0.5064285714285715,0.013,0.4571428571428572,0.00014285714285714287,0.00028571428571428574,0.023285714285714288,0.031142857142857142,0.03014285714285714,0.015428571428571429,0.016142857142857143,0.01257142857142857,0.0074285714285714285,0.006,0.006142857142857143,0.006142857142857143,0.006
216,870,67,36,7,7.246813774108887,0.0006500798362685999,3.2878275712331138,0.0,0.0,0.0,0.0,3.84,0.5484285714285714,0.014,0.49785714285714283,0.00014285714285714287,0.00028571428571428574,0.023714285714285716,0.033999999999999996,0.03614285714285714,0.018285714285714287,0.019285714285714288,0.015,0.007571428571428571,0.006,0.006142857142857143,0.006142857142857143,0.006
252,870,67,36,7,7.8994152545928955,0.0007348378629846266,3.42425266901652,0.0,0.0,0.0,0.0,4.548,0.6495714285714286,0.015428571428571429,0.5975714285714285,0.00014285714285714287,0.00028571428571428574,0.029285714285714283,0.04128571428571428,0.04242857142857143,0.02142857142857143,0.02242857142857143,0.01757142857142857,0.007714285714285714,0.006,0.006142857142857143,0.006142857142857143,0.006
288,870,67,36,6,7.585592985153198,0.0008176885954417185,3.3172585169474282,0.0,0.0,0.0,0.0,4.115,0.6856666666666666,0.0165,0.6321666666666667,0.00016666666666666666,0.0003333333333333333,0.030333333333333334,0.044000000000000004,0.04883333333333333,0.024333333333333332,0.025666666666666667,0.020166666666666666,0.007833333333333333,0.005999999999999999,0.006166666666666667,0.006166666666666667,0.005999999999999999
324,870,67,36,6,8.268448114395142,0.0009255355954322475,3.43715230623881,0.0,0.0,0.0,0.0,4.806,0.8008333333333333,0.019,0.7443333333333334,0.00016666666666666666,0.0003333333333333333,0.0365,0.052833333333333336,0.0555,0.0275,0.028833333333333332,0.02266666666666667,0.008166666666666668,0.005999999999999999,0.006166666666666667,0.006166666666666667,0.005999999999999999
360,870,67,36,6,8.468931436538696,0.0009734853474116417,3.3873379230499268,0.0,0.0,0.0,0.0,5.074,0.8453333333333334,0.0205,0.7871666666666667,0.00016666666666666666,0.0003333333333333333,0.03716666666666667,0.0555,0.06216666666666667,0.0305,0.032,0.025166666666666667,0.008166666666666668,0.005999999999999999,0.006166666666666667,0.006166666666666667,0.005999999999999999
