ngrdcol,iterations,nz,tasks,total_runs,total,compute_i,baseline,advance_clubb_core_api,output_multi_col,mainloop,acc_data_copyin_r,runloop_r,mainloop_r,loop_init_r,advance_clubb_core_api_r,acc_data_create_r,i_loops_r,ik_loops_r,ik_loops_big_r,penta_lu_solve_multiple_rhs_lhs_r,tridiag_lu_solve_single_rhs_multiple_lhs_r,tridiag_lu_solve_multiple_rhs_lhs_r,fill_holes_r,penta_lu_solve_single_rhs_multiple_lhs_r,setup_pdf_parameters_r,SILHS_r,microphys_r,loop_end_r,output_multi_col_r
36,870,268,36,9,8.053714036941528,0.0006944776748585773,2.6159538427988687,0.0,0.0,0.0,0.0,5.324,0.5914444444444444,0.015555555555555557,0.5564444444444444,0.00011111111111111112,0.00022222222222222223,0.03133333333333333,0.03833333333333333,0.022444444444444447,0.0,0.01211111111111111,0.00811111111111111,0.009222222222222222,0.004222222222222222,0.0031111111111111114,0.0031111111111111114,0.0032222222222222222,0.0031111111111111114
72,870,268,36,8,9.698384761810303,0.0010187123127824045,2.608147064844767,0.0,0.0,0.0,0.0,6.986,0.873125,0.021375,0.830125,0.000125,0.00025,0.037625,0.05325,0.044125,0.0,0.02475,0.02225,0.019,0.00525,0.003125,0.00325,0.003375,0.003125
108,870,268,36,8,13.358978748321533,0.0015431758887009602,2.61847456296285,0.0,0.0,0.0,0.0,10.587,1.323125,0.03525,1.2635,0.000125,0.00025,0.05775,0.0885,0.07075,0.0,0.03925,0.033125,0.029125,0.006625,0.00325,0.003375,0.0035,0.00325
144,870,268,36,7,14.262874603271484,0.0018974897961963639,2.7071617444356284,0.0,0.0,0.0,0.0,11.402,1.6284285714285713,0.04442857142857143,1.5575714285714286,0.00014285714285714287,0.00028571428571428574,0.06614285714285714,0.10757142857142857,0.098,0.0,0.052142857142857144,0.044571428571428574,0.03928571428571429,0.007571428571428571,0.0032857142857142855,0.003428571428571429,0.0035714285714285718,0.0032857142857142855
180,870,268,36,7,18.588692665100098,0.0026198748362540676,2.6336549123128257,0.0,0.0,0.0,0.0,15.62,2.230714285714286,0.06742857142857142,2.1297142857142854,0.00014285714285714287,0.00028571428571428574,0.09685714285714286,0.15142857142857144,0.1285714285714286,0.0,0.06471428571428571,0.056,0.04971428571428571,0.009857142857142858,0.004285714285714286,0.004428571428571428,0.004714285714285714,0.0041428571428571434
216,870,268,36,7,22.02803087234497,0.00319397385549728,2.5767300923665366,0.0,0.0,0.0,0.0,18.654,2.664142857142857,0.07528571428571429,2.5574285714285714,0.00014285714285714287,0.0004285714285714286,0.11185714285714286,0.1947142857142857,0.1602857142857143,0.00014285714285714287,0.07942857142857143,0.06757142857142857,0.062,0.01,0.0035714285714285718,0.003857142857142857,0.0041428571428571434,0.0035714285714285718
252,870,268,36,7,25.91917872428894,0.003817488772659009,2.6706720987955728,0.0,0.0,0.0,0.0,22.967,3.280142857142857,0.08714285714285715,3.1591428571428573,0.00014285714285714287,0.0004285714285714286,0.1412857142857143,0.26271428571428573,0.19328571428571428,0.00014285714285714287,0.093,0.07842857142857143,0.07514285714285715,0.010714285714285714,0.0037142857142857142,0.004,0.004285714285714286,0.003857142857142857
288,870,268,36,6,26.216434717178345,0.00450737993988193,2.6879114309946694,0.0,0.0,0.0,0.0,23.066,3.8433333333333333,0.09383333333333332,3.7176666666666667,0.00016666666666666666,0.0006666666666666666,0.17016666666666666,0.31616666666666665,0.22983333333333333,0.00016666666666666666,0.11016666666666668,0.08966666666666667,0.09416666666666666,0.010666666666666666,0.0033333333333333335,0.0036666666666666666,0.004,0.0035
324,870,268,36,6,30.300431489944458,0.005298851915702966,2.6404244899749756,0.0,0.0,0.0,0.0,27.326,4.552833333333333,0.10666666666666667,4.4126666666666665,0.00016666666666666666,0.0006666666666666666,0.2105,0.3858333333333333,0.26733333333333337,0.00016666666666666666,0.1255,0.10083333333333333,0.11166666666666668,0.011166666666666667,0.0035,0.003833333333333333,0.004166666666666667,0.0035
360,870,268,36,6,34.100491523742676,0.006029270374302968,2.627700169881185,0.0,0.0,0.0,0.0,30.84,5.1386666666666665,0.114,4.9905,0.00016666666666666666,0.0008333333333333334,0.23883333333333334,0.4415,0.31233333333333335,0.00016666666666666666,0.14183333333333334,0.11216666666666668,0.1315,0.011666666666666667,0.0035,0.003833333333333333,0.004166666666666667,0.0035
396,870,268,36,6,38.564432859420776,0.006868679145895811,2.709927717844645,0.0,0.0,0.0,0.0,34.382,5.728666666666666,0.121,5.574000000000001,0.00016666666666666666,0.0008333333333333334,0.26933333333333337,0.4835,0.3506666666666667,0.00016666666666666666,0.15633333333333332,0.1235,0.14916666666666667,0.011500000000000002,0.0033333333333333335,0.0036666666666666666,0.004,0.0035
432,870,268,36,6,41.690215826034546,0.007477631011685192,2.656981945037842,0.0,0.0,0.0,0.0,38.616,6.434333333333334,0.1315,6.2683333333333335,0.0003333333333333333,0.001,0.30416666666666664,0.5648333333333333,0.39766666666666667,0.00016666666666666666,0.17333333333333334,0.13549999999999998,0.16816666666666666,0.012333333333333333,0.0033333333333333335,0.0036666666666666666,0.004,0.0033333333333333335
468,870,268,36,6,46.31671667098999,0.008358237904759355,2.6867148081461587,0.0,0.0,0.0,0.0,42.607,7.099333333333333,0.142,6.920833333333333,0.0003333333333333333,0.001,0.3356666666666666,0.6213333333333334,0.4303333333333333,0.00016666666666666666,0.18816666666666668,0.14666666666666667,0.1825,0.013166666666666667,0.0035,0.003833333333333333,0.004166666666666667,0.0035
504,870,268,36,6,50.14548921585083,0.00909892855019405,2.6490821838378906,0.0,0.0,0.0,0.0,46.844,7.8053333333333335,0.152,7.616833333333333,0.0003333333333333333,0.0011666666666666668,0.3698333333333333,0.6918333333333333,0.4751666666666667,0.00016666666666666666,0.206,0.15783333333333333,0.2005,0.013333333333333334,0.0035,0.003833333333333333,0.004333333333333333,0.0035
540,870,268,36,6,55.77717471122742,0.01017272877358233,2.675530513127645,0.0,0.0,0.0,0.0,52.149,8.689333333333334,0.1635,8.489333333333333,0.0003333333333333333,0.001,0.43183333333333335,0.7484999999999999,0.5185000000000001,0.00016666666666666666,0.225,0.169,0.21666666666666667,0.013333333333333334,0.0035,0.003833333333333333,0.004333333333333333,0.0035
576,870,268,36,5,50.6203076839447,0.011021173557559192,2.6782027085622153,0.0,0.0,0.0,0.0,47.219,9.4416,0.1702,9.235,0.0004,0.0012000000000000001,0.4676,0.8172,0.5761999999999999,0.0002,0.24780000000000002,0.1814,0.2446,0.0134,0.0034000000000000002,0.0038,0.004200000000000001,0.0034000000000000002
648,870,268,36,5,58.962623596191406,0.012940089419427047,2.6732346216837564,0.0,0.0,0.0,0.0,54.629,10.9232,0.193,10.6926,0.0004,0.0012000000000000001,0.5502,0.9498,0.669,0.0002,0.2814,0.2022,0.2892,0.014000000000000002,0.0034000000000000002,0.0038,0.004399999999999999,0.0034000000000000002
720,870,268,36,5,65.63560843467712,0.014485947473752545,2.621736923853556,0.0,0.0,0.0,0.0,61.661,12.329600000000001,0.211,12.0794,0.0004,0.0014,0.6138,1.0692,0.776,0.0004,0.3156,0.22139999999999999,0.3276,0.015,0.0036,0.0038,0.004399999999999999,0.0036
792,870,268,36,5,75.42564010620117,0.016729384181143222,2.6528189182281494,0.0,0.0,0.0,0.0,71.135,14.224,0.2394,13.9446,0.0004,0.0016,0.7266,1.2288000000000001,0.8486,0.0004,0.3518,0.23420000000000002,0.3782,0.0152,0.0034000000000000002,0.0038,0.004399999999999999,0.0036
864,870,268,36,5,82.9390275478363,0.018462651406211415,2.6264939308166504,0.0,0.0,0.0,0.0,79.121,15.8208,0.26280000000000003,15.517199999999999,0.0004,0.0016,0.808,1.3576000000000001,0.9992000000000001,0.0004,0.393,0.2506,0.4104,0.0156,0.0036,0.004,0.0046,0.0036
936,870,268,36,5,91.11867380142212,0.02031885430273882,2.7316575845082602,0.0,0.0,0.0,0.0,87.287,17.4538,0.2852,17.127000000000002,0.0004,0.0018,0.8956,1.5088,1.0912000000000002,0.0004,0.42800000000000005,0.2692,0.4854,0.0158,0.0034000000000000002,0.004,0.0046,0.0036
1008,870,268,36,5,103.03068327903748,0.023065657359886898,2.6950737635294595,0.0,0.0,0.0,0.0,97.814,19.558799999999998,0.3196,19.196199999999997,0.0004,0.002,1.0176,1.6418,1.2948,0.0004,0.46699999999999997,0.2864,0.5288,0.016800000000000002,0.0036,0.004,0.0046,0.0036
1080,870,268,36,5,113.15375876426697,0.025399770225144894,2.664758284886678,0.0,0.0,0.0,0.0,107.773,21.5504,0.3524,21.1546,0.0006000000000000001,0.0024000000000000002,1.1312,1.8054,1.3854,0.0004,0.537,0.306,0.622,0.016800000000000002,0.0036,0.004,0.0046,0.0036
1152,870,268,36,4,96.046058177948,0.026826588404132944,2.689530531565348,0.0,0.0,0.0,0.0,91.668,22.9125,0.358,22.5105,0.0005,0.0025,1.1805,1.87875,1.5595,0.0005,0.55525,0.32825,0.69325,0.0175,0.0035,0.004,0.0045,0.0035
2304,870,268,36,3,176.11976981163025,0.06643875287714894,2.714624802271525,0.0,0.0,0.0,0.0,171.189,57.05466666666666,0.7493333333333334,56.25733333333333,0.001,0.005,2.8633333333333333,3.968,5.621333333333333,0.0013333333333333333,1.5266666666666666,0.6866666666666666,2.4613333333333336,0.019333333333333334,0.0036666666666666666,0.004,0.004666666666666667,0.0036666666666666666
4608,870,268,36,2,272.55204796791077,0.1550728140662913,2.7253514925638833,0.0,0.0,0.0,0.0,264.086,132.031,1.5825,130.3955,0.001,0.0085,6.1255,8.04,14.448,0.0045,4.1985,1.7105,6.9875,0.0225,0.0035,0.0045,0.005,0.0035
9216,870,268,36,1,315.2851333618164,0.3592127229062077,2.770064433415731,0.0,0.0,0.0,0.0,301.504,301.479,3.304,298.118,0.001,0.015,13.41,15.855,38.93,0.012,12.073,5.397,17.946,0.024,0.004,0.004,0.005,0.003
18432,870,268,36,1,691.92942070961,0.7918959805791862,2.979917605717977,0.0,0.0,0.0,0.0,665.947,665.881,6.719,659.105,0.001,0.027,27.624,31.923,84.535,0.031,33.136,16.246,41.463,0.024,0.004,0.004,0.005,0.003
36864,870,268,36,1,1516.6317775249481,1.739590056828612,3.1884280840555825,0.0,0.0,0.0,0.0,1463.63,1463.499,13.1,1450.343,0.001,0.048,56.234,62.6,206.034,0.08,77.368,34.242,108.731,0.023,0.004,0.004,0.005,0.003
65536,870,268,36,1,2247.2755410671234,2.578994606189801,3.5502336819966636,0.0,0.0,0.0,0.0,2178.558,2178.355,24.149,2154.147,0.001,0.086,99.677,118.036,220.395,0.089,113.273,53.255,92.416,0.024,0.004,0.004,0.005,0.003

# Timing script options
# - ngrdcol_max = 65536
# - tasks = 36 -- results in a max of 1821 columns per task
# - working dir = /glade/u/home/huebler/Code/clubb_performance_testing_feb25/clubb_6240_2x_intel/run_scripts
# - hostname = casper30 : casper30
# - git hash = f36625b055e0fb3f2cb365405878b51280a46552
# - tweaked_params = C8,C6rt,C6thl,beta
# - gpu used = False
# - module list = ncarenv/24.12:conda/latest:intel/2024.2.1:ncarcompilers/1.0.0:hdf5/1.12.3:netcdf/4.9.2:cuda/12.3.2:ucx/1.17.0:openmpi/5.0.6

# Metadata from clubb.in (the parameters listed are only the last set tested)
# &multicol_def
# ngrdcol = 1821
# l_output_multi_col = .false.
# calls_per_out = 1
# /
# &clubb_params_nl
# C1 = 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, ... 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
# C1b = 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0,... 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
# C1c = 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0,... 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
