ngrdcol,iterations,nz,tasks,total_runs,total,compute_i,baseline,advance_clubb_core_api,output_multi_col,mainloop,acc_data_copyin_r,runloop_r,mainloop_r,loop_init_r,advance_clubb_core_api_r,acc_data_create_r,i_loops_r,ik_loops_r,ik_loops_big_r,penta_lu_solve_multiple_rhs_lhs_r,tridiag_lu_solve_single_rhs_multiple_lhs_r,tridiag_lu_solve_multiple_rhs_lhs_r,fill_holes_r,penta_lu_solve_single_rhs_multiple_lhs_r,setup_pdf_parameters_r,SILHS_r,microphys_r,loop_end_r,output_multi_col_r
128,870,134,128,9,4.0785136222839355,0.00043873514911883836,0.643217404683431,0.0,0.0,0.0,0.0,3.411,0.37866666666666665,0.011111111111111112,0.3277777777777778,0.00011111111111111112,0.00022222222222222223,0.012333333333333333,0.04022222222222222,0.007777777777777778,0.0,0.003777777777777778,0.0054444444444444445,0.0032222222222222222,0.007555555555555556,0.007,0.007,0.007,0.006888888888888889
256,870,134,128,8,4.592214822769165,0.0005796807479127614,0.5576368172963461,0.0,0.0,0.0,0.0,3.849,0.480875,0.011875,0.43675,0.000125,0.00025,0.02125,0.04425,0.015625,0.0,0.00725,0.012375,0.006375,0.006375,0.0055,0.0055,0.005625,0.0055
384,870,134,128,8,5.289887428283691,0.000676283263155327,0.5829559167226156,0.0,0.0,0.0,0.0,4.565,0.5705,0.012625,0.5285,0.000125,0.00025,0.028,0.048625,0.0235,0.0,0.010625,0.018125,0.009625,0.006,0.005,0.005,0.005,0.004875
512,870,134,128,7,5.018172025680542,0.0007288650012629635,0.5793841679890951,0.0,0.0,0.0,0.0,4.376,0.6248571428571428,0.01257142857142857,0.5857142857142856,0.00014285714285714287,0.00028571428571428574,0.03257142857142857,0.053,0.03142857142857143,0.0,0.014,0.02457142857142857,0.012857142857142857,0.0054285714285714284,0.004428571428571428,0.004428571428571428,0.004571428571428572,0.004428571428571428
640,870,134,128,7,5.709607362747192,0.0008437778366414589,0.571000337600708,0.0,0.0,0.0,0.0,5.051,0.7215714285714286,0.013285714285714286,0.6831428571428572,0.00014285714285714287,0.00028571428571428574,0.04057142857142857,0.05685714285714286,0.03942857142857143,0.0,0.01742857142857143,0.030714285714285715,0.016,0.005285714285714285,0.0041428571428571434,0.0041428571428571434,0.004285714285714286,0.0041428571428571434
768,870,134,128,7,6.424845218658447,0.000959813131552677,0.5795832475026449,0.0,0.0,0.0,0.0,5.786,0.8261428571428572,0.014857142857142857,0.7867142857142857,0.00014285714285714287,0.00028571428571428574,0.048285714285714286,0.06242857142857143,0.04757142857142858,0.0,0.020857142857142855,0.037142857142857144,0.019285714285714288,0.005142857142857143,0.004,0.004,0.0041428571428571434,0.004
896,870,134,128,7,7.223435640335083,0.0010873445736363603,0.6015071868896484,0.0,0.0,0.0,0.0,6.567,0.937857142857143,0.016285714285714285,0.8977142857142857,0.00014285714285714287,0.00028571428571428574,0.05742857142857143,0.06657142857142857,0.05542857142857143,0.0,0.024142857142857143,0.04257142857142857,0.022571428571428572,0.005142857142857143,0.003857142857142857,0.003857142857142857,0.004,0.003857142857142857
1024,870,134,128,6,5.006881475448608,0.0008388969328820628,0.6278394858042399,0.0,0.0,0.0,0.0,4.002,0.6666666666666666,0.012499999999999999,0.6281666666666667,0.00016666666666666666,0.0003333333333333333,0.019666666666666666,0.041166666666666664,0.06383333333333334,0.0,0.028,0.04733333333333333,0.026,0.005333333333333333,0.004333333333333333,0.004333333333333333,0.004333333333333333,0.004333333333333333
1152,870,134,128,6,6.1315484046936035,0.0010692818868205923,0.5498969554901123,0.0,0.0,0.0,0.0,5.478,0.9128333333333334,0.014499999999999999,0.8743333333333334,0.00016666666666666666,0.00016666666666666666,0.026333333333333334,0.07933333333333333,0.0725,0.0,0.0315,0.05466666666666667,0.0295,0.005,0.004,0.004,0.004,0.004
1280,870,134,128,6,6.727115154266357,0.0011639197971933495,0.6514538129170736,0.0,0.0,0.0,0.0,6.056,1.0090000000000001,0.0155,0.9695,0.00016666666666666666,0.0003333333333333333,0.034166666666666665,0.08233333333333333,0.081,0.0,0.035166666666666666,0.06116666666666667,0.03283333333333333,0.005,0.004,0.004,0.004,0.003833333333333333
1408,870,134,128,6,7.709129333496094,0.0013691568131038818,0.5621307690938314,0.0,0.0,0.0,0.0,6.902,1.1500000000000001,0.0195,1.1065,0.00016666666666666666,0.0003333333333333333,0.042333333333333334,0.1025,0.08950000000000001,0.0,0.03883333333333334,0.06816666666666667,0.036333333333333336,0.005,0.003833333333333333,0.003833333333333333,0.004,0.003833333333333333
1536,870,134,128,6,8.138248205184937,0.0014519180070090263,0.559236208597819,0.0,0.0,0.0,0.0,7.226,1.2041666666666666,0.017499999999999998,1.1628333333333334,0.00016666666666666666,0.0003333333333333333,0.04816666666666666,0.103,0.09816666666666667,0.0,0.0425,0.0745,0.03983333333333333,0.005166666666666667,0.003833333333333333,0.003833333333333333,0.004,0.003833333333333333
1664,870,134,128,6,8.869214534759521,0.0015920421020585761,0.5587547620137533,0.0,0.0,0.0,0.0,8.142,1.3566666666666667,0.021500000000000002,1.3113333333333335,0.00016666666666666666,0.0003333333333333333,0.06016666666666667,0.11083333333333334,0.10616666666666667,0.0,0.04583333333333334,0.08,0.043000000000000003,0.005333333333333333,0.003833333333333333,0.003833333333333333,0.004,0.003833333333333333
1792,870,134,128,6,9.427292823791504,0.0016926759656513942,0.5915242830912272,0.0,0.0,0.0,0.0,8.727,1.4543333333333335,0.021833333333333333,1.4085,0.00016666666666666666,0.0003333333333333333,0.06799999999999999,0.11333333333333334,0.11466666666666665,0.0,0.049499999999999995,0.08600000000000001,0.04650000000000001,0.005333333333333333,0.003833333333333333,0.003833333333333333,0.004,0.003833333333333333
1920,870,134,128,6,10.080533027648926,0.0018215814465002691,0.5718778769175211,0.0,0.0,0.0,0.0,9.349,1.5578333333333332,0.02316666666666667,1.5108333333333333,0.00016666666666666666,0.0003333333333333333,0.075,0.1195,0.12366666666666666,0.0,0.05333333333333334,0.09333333333333334,0.050166666666666665,0.005333333333333333,0.003833333333333333,0.003833333333333333,0.004,0.003833333333333333
2048,870,134,128,5,7.298584938049316,0.001549372892270143,0.5588128566741943,0.0,0.0,0.0,0.0,6.487,1.2972,0.0188,1.254,0.0002,0.0004,0.0402,0.0782,0.13640000000000002,0.0,0.057999999999999996,0.1002,0.05500000000000001,0.0054,0.004,0.004,0.004,0.0038
2304,870,134,128,5,8.889609575271606,0.001915010328037072,0.5593146483103434,0.0,0.0,0.0,0.0,8.192,1.6382,0.0218,1.5917999999999999,0.0002,0.0004,0.0512,0.122,0.155,0.0,0.0658,0.1142,0.0624,0.0054,0.0038,0.004,0.004,0.0038
2560,870,134,128,5,10.119319438934326,0.0021978155406498817,0.5588218371073405,0.0,0.0,0.0,0.0,9.163,1.8324000000000003,0.0234,1.7841999999999998,0.0002,0.0004,0.06620000000000001,0.1312,0.1746,0.0,0.0736,0.1292,0.07039999999999999,0.0056,0.0038,0.004,0.004,0.0038
2816,870,134,128,5,11.203805446624756,0.002438998459856172,0.5941621462504069,0.0,0.0,0.0,0.0,10.264,2.0526,0.0258,2.0012,0.0002,0.0004,0.0814,0.1442,0.1944,0.0,0.08199999999999999,0.1452,0.078,0.0058000000000000005,0.0038,0.004,0.004200000000000001,0.0038
