 -2.86 -0.479 0.957 5.892 6.311
 8.007 7.776 7.656 10.15 15.917
 18.718 16.533 11.155 6.214 6.236
 14.559 16.044 21.645 18.249 24.85
 18.48 12.503 4.304 2.551 2.646
 4.905 6.205 13.183 14.283 18.512
 14.489 11.539 13.705 14.471 17.089
 9.59 5.528 2.597 16.426 35.655
 64.376 81.591 92.762 85.23 68.083
 50.795 37.622 26.151 13.695 5.721
 8.463 9.318 12.015 23.332 28.106
 27.061 13.514 13.301 6.784 8.605
 3.161 7.27 4.042 7.269 15.128
 23.114 31.041 32.899 29.41 24.18
 13.664 5.382 -2.901 -2.419 -0.387
 -0.747 -0.85 -2.286 -2.236 -4.528
 -3.652 -2.978 1.881 1.509 2.12
 1.772 8.548 17.487 26.994 33.092
 36.534 37.054 31.632 19.664 5.675
 -2.002 -2.88 -0.853 0.752 1.996
 4.202 11.955 10.228 7.758 1.456
 0.948 0.617 -1.546 -0.433 1.381
 11.483 35.083 56.846 71.242 72.825
 63.269 53.144 34.072 19.39 4.627
 -2.451 -2.59 -5.979 -6.033 -1.874
 0.769 0.255 -3.994 -9.21 -12.12
 -8.531 -3.753 -1.739 -5.051 7.533
 28.379 50.464 58.736 61.678 62.317
 56.583 41.99 18.496 3.086 -4.994
 -4.063 -3.194 -2.484 -2.178 -1.901
 0.0E+0 0.204 2.473 2.222 3.326
 2.899 3.398 6.323 9.299 12.454
 14.447 18.13 18.461 19.311 16.937
 14.589 12.65 8.95 6.985 2.469
 2.523 2.395 0.733 3.895 3.932
 8.596 5.837 5.356 3.979 2.881
 6.513 8.927 12.647 14.288 20.088
 23.332 29.538 32.021 35.102 34.087
 26.52 21.319 11.093 9.389 4.514
 5.226 2.577 2.909 3.563 3.536
 2.165 0.476 0.484 0.646 0.758
 -0.246 11.591 28.17 53.38 68.881
 75.394 67.551 48.808 30.866 24.088
 15.978 10.362 -0.086 -0.509 -0.473
 1.222 1.485 2.124 1.885 6.856
 6.236 6.52 1.881 0.918 0.799
 5.752 19.938 31.261 39.663 41.687
 38.754 36.381 30.534 20.569 6.571
 -4.121 -5.025 -4.275 -3.889 -3.694
 -2.196 -1.744 -1.372 -3.106 0.488
 1.132 6.971 1.893 4.167 10.9
 32.916 50.336 59.764 70.416 72.456
 67.481 43.393 19.652 3.22 -3.172
 -0.836 0.337 4.033 4.243 3.711
 -0.468 -0.341 -2.274 -5.352 -6.599
 -4.472 -1.011 1.025 8.9 24.078
 32.019 29.726 26.443 36.656 39.717
 27.595 11.097 -0.292 -0.71 -4.265
 -1.946 -1.88 -2.797 -2.717 -2.567
 -0.306 0.745 1.449 1.484 1.185
 1.797 4.612 8.563 13.938 19.543
 26.355 31.607 33.62 31.058 23.599
 10.49 1.754 -2.42 -1.171 0.405
 0.846 2.649 1.337 1.89 2.015
 3.766 3.835 2.525 3.482 2.493
 4.282 12.25 33.71 56.561 73.074
 72.905 64.605 50.091 33.686 13.221
 1.764 -5.805 -2.46 -0.025 1.644
 1.639 -2.264 -2.104 -4.491 -1.614
 -0.968 3.263 -1.319 -3.415 -4.923
 9.157 28.248 52.144 58.721 69.104
 67.46 64.546 46.801 24.035 7.19
 -4.233 -4.567 -4.316 -1.995 -0.784
 -0.545 -1.822 -2.84 -2.856 -3.099
 -2.68 -2.835 -1.309 3.556 17.093
 37.455 49.957 52.07 50.525 56.796
 54.265 41.934 18.242 4.073 -4.654
 -4.858 -4.67 -3.686 -3.74 -0.925
 -0.857 0.237 -1.936 -1.81 -1.978
