-5.533056E-01 -3.347889E-01 -5.590836E-01 -8.255808E-01 -7.884432E-01
-7.532244E-01 -8.863848E-01 -8.767656E-01 -8.426305E-01 -4.780620E-01
-7.327260E-01 -9.087948E-01 -1.000678E+00 -1.142471E+00 -9.737100E-01
-7.169148E-01 -7.283988E-01 -2.678396E-01 -1.796242E-01 -3.618252E-01
-2.928363E-01 -4.024764E-01 -1.006578E+00 -1.182208E+00 -5.813316E-01
-5.112972E-01 -7.944948E-01 -3.963060E-01 2.272461E-01 1.491368E-01
-1.787612E-01 -1.700953E-02 2.700356E-01 5.824044E-01 5.472180E-01
6.100596E-01 6.992676E-01 6.290172E-01 1.935605E-01 1.185217E-01
1.724814E-01 1.292512E-01 -6.479712E-03 6.753240E-02 -3.157322E-01
1.529842E-01 9.767448E-02 2.358612E-01 3.132155E-01 2.400213E-01
-4.269708E-02 -1.427306E-01 -5.017320E-01 -8.353260E-01 -2.240136E-01
-9.678600E-02 -4.969008E-01 -5.947452E-01 -5.330916E-01 -3.327534E-01
-4.074660E-01 -5.952636E-01 -5.592024E-01 -6.428268E-01 -5.692824E-01
-6.126732E-01 -8.339904E-01 -1.112800E+00 -1.164344E+00 -1.238018E+00
-1.417388E+00 -1.163491E+00 -6.952536E-01 -5.292432E-01 -6.726456E-01
-7.610148E-01 -6.132456E-01 -6.503724E-01 -6.782651E-01 -6.616764E-01
-6.823872E-01 -7.588260E-01 -8.986140E-01 -1.001124E+00 -9.907020E-01
-1.119938E+00 -1.294135E+00 -1.028426E+00 -5.750209E-01 -2.607228E-01
-3.142944E-01 -6.030108E-01 -8.573184E-01 -9.378756E-01 -9.665928E-01
-7.530084E-01 -5.082696E-01 -3.618900E-01 -5.098788E-01 -6.527196E-01
-6.442776E-01 -7.691652E-01 -9.310607E-01 -7.385364E-01 -4.745988E-01
-7.538220E-01 -1.157339E+00 -1.439194E+00 -1.371535E+00 -1.090544E+00
-1.057936E+00 -1.164467E+00 -1.022216E+00 -7.754220E-01 -5.975460E-01
