ngrdcol,iterations,nz,tasks,total_runs,total,compute_i,baseline,advance_clubb_core_api,output_multi_col,mainloop,acc_data_copyin_r,runloop_r,mainloop_r,loop_init_r,advance_clubb_core_api_r,acc_data_create_r,i_loops_r,ik_loops_r,ik_loops_big_r,penta_lu_solve_multiple_rhs_lhs_r,tridiag_lu_solve_single_rhs_multiple_lhs_r,tridiag_lu_solve_multiple_rhs_lhs_r,fill_holes_r,penta_lu_solve_single_rhs_multiple_lhs_r,setup_pdf_parameters_r,SILHS_r,microphys_r,loop_end_r,output_multi_col_r
36,870,268,36,9,10.047735929489136,0.0009372317369768801,2.7092114289601645,0.0,0.0,0.0,0.0,7.381,0.82,0.01877777777777778,0.7813333333333333,0.00011111111111111112,0.00022222222222222223,0.03977777777777777,0.05811111111111111,0.01922222222222222,0.0,0.01311111111111111,0.017666666666666667,0.012,0.0044444444444444444,0.0031111111111111114,0.0031111111111111114,0.0032222222222222222,0.0031111111111111114
72,870,268,36,8,15.300183534622192,0.0018069375748835303,2.723898013432821,0.0,0.0,0.0,0.0,8.923,1.115125,0.02575,1.068125,0.000125,0.00025,0.054875,0.069,0.02125,0.0,0.014375,0.042875,0.013875,0.005375,0.003,0.003125,0.00325,0.003125
108,870,268,36,8,14.30014443397522,0.0016773135611837396,2.626042048136393,0.0,0.0,0.0,0.0,11.54,1.44225,0.03675,1.381625,0.000125,0.00025,0.071,0.08925,0.0255,0.0,0.016,0.064125,0.01575,0.006375,0.003125,0.00325,0.0035,0.003125
144,870,268,36,7,13.169823408126831,0.001722246490023341,2.681342283884684,0.0,0.0,0.0,0.0,10.446,1.4920000000000002,0.047,1.4112857142857143,0.00014285714285714287,0.00028571428571428574,0.055,0.09457142857142857,0.024,0.0,0.02642857142857143,0.08571428571428572,0.011571428571428571,0.008857142857142857,0.004857142857142858,0.005,0.005142857142857143,0.004571428571428572
180,870,268,36,7,19.366041660308838,0.0027537385296417054,2.595774014790853,0.0,0.0,0.0,0.0,16.535,2.3614285714285717,0.07742857142857143,2.2351428571428573,0.00014285714285714287,0.0004285714285714286,0.09942857142857142,0.16314285714285712,0.04785714285714286,0.0,0.030857142857142857,0.10742857142857143,0.019285714285714288,0.012857142857142857,0.007571428571428571,0.007714285714285714,0.0074285714285714285,0.006571428571428571
216,870,268,36,7,23.430113315582275,0.0034071792196431446,2.680391867955526,0.0,0.0,0.0,0.0,20.738,2.9618571428571427,0.092,2.8267142857142855,0.00014285714285714287,0.0005714285714285715,0.14185714285714285,0.22514285714285714,0.059,0.0,0.034999999999999996,0.12914285714285714,0.023,0.012142857142857144,0.006,0.006285714285714285,0.006285714285714285,0.005571428571428572
252,870,268,36,7,26.9782075881958,0.004005301514152106,2.585921367009481,0.0,0.0,0.0,0.0,24.166,3.451285714285714,0.09414285714285715,3.3174285714285716,0.00014285714285714287,0.0005714285714285715,0.16328571428571428,0.2752857142857143,0.07071428571428572,0.0,0.039,0.151,0.027571428571428573,0.012285714285714285,0.004714285714285714,0.005142857142857143,0.005285714285714285,0.004857142857142858
288,870,268,36,6,25.920833349227905,0.0044558355939190355,2.6613715489705405,0.0,0.0,0.0,0.0,22.751,3.7908333333333335,0.1045,3.6503333333333337,0.00016666666666666666,0.0006666666666666666,0.15066666666666667,0.3518333333333334,0.08183333333333333,0.0,0.048666666666666664,0.17266666666666666,0.02766666666666667,0.011999999999999999,0.003833333333333333,0.004166666666666667,0.0045,0.003833333333333333
324,870,268,36,6,30.588318824768066,0.005351175826475843,2.6551810105641684,0.0,0.0,0.0,0.0,27.024,4.5025,0.1045,4.364333333333334,0.00016666666666666666,0.0006666666666666666,0.20233333333333334,0.3685,0.09666666666666666,0.0,0.0555,0.19516666666666668,0.04016666666666666,0.011500000000000002,0.0035,0.003833333333333333,0.004166666666666667,0.0035
360,870,268,36,6,32.97360110282898,0.005807397785771396,2.658984661102295,0.0,0.0,0.0,0.0,30.073,5.010666666666666,0.11066666666666668,4.865666666666667,0.00016666666666666666,0.0006666666666666666,0.22683333333333333,0.4121666666666666,0.10633333333333334,0.0,0.06133333333333333,0.21666666666666667,0.04466666666666667,0.011833333333333333,0.0035,0.004,0.004166666666666667,0.0035
396,870,268,36,6,38.18170666694641,0.006807337577620076,2.647404511769613,0.0,0.0,0.0,0.0,35.091,5.846666666666667,0.12683333333333333,5.684666666666666,0.00016666666666666666,0.0008333333333333334,0.2713333333333333,0.507,0.13116666666666668,0.0,0.06683333333333334,0.2383333333333333,0.05316666666666667,0.012166666666666666,0.0035,0.004,0.004166666666666667,0.0035
432,870,268,36,6,39.61575198173523,0.007080183616847675,2.6571935017903647,0.0,0.0,0.0,0.0,36.651,6.107,0.12666666666666668,5.945166666666666,0.0003333333333333333,0.0008333333333333334,0.2723333333333333,0.535,0.135,0.0,0.07583333333333334,0.26,0.05466666666666667,0.012666666666666666,0.0033333333333333335,0.003833333333333333,0.004166666666666667,0.0035
468,870,268,36,6,45.86148381233215,0.008276940153324131,2.655856211980184,0.0,0.0,0.0,0.0,42.937,7.1545,0.14216666666666666,6.976,0.0003333333333333333,0.001,0.34099999999999997,0.6278333333333334,0.16366666666666665,0.00016666666666666666,0.0845,0.2816666666666667,0.06483333333333334,0.013166666666666667,0.0035,0.004,0.004166666666666667,0.0035
504,870,268,36,6,50.9013352394104,0.00924260185443883,2.6549535592397056,0.0,0.0,0.0,0.0,47.412,7.900166666666667,0.1535,7.710166666666667,0.0003333333333333333,0.001,0.39166666666666666,0.6746666666666666,0.18066666666666667,0.00016666666666666666,0.09350000000000001,0.3035,0.071,0.013666666666666667,0.0033333333333333335,0.003833333333333333,0.004166666666666667,0.0035
540,870,268,36,6,55.45746088027954,0.010123846448701004,2.6109824180603027,0.0,0.0,0.0,0.0,51.443,8.571666666666667,0.159,8.376166666666666,0.0003333333333333333,0.001,0.43533333333333335,0.7136666666666667,0.19499999999999998,0.00016666666666666666,0.10149999999999999,0.3265,0.07933333333333333,0.013666666666666667,0.0033333333333333335,0.003833333333333333,0.004166666666666667,0.0035
576,870,268,36,5,47.81908965110779,0.010389279058609886,2.625725746154785,0.0,0.0,0.0,0.0,44.324,8.8628,0.16,8.666599999999999,0.0004,0.0012000000000000001,0.4324,0.7572,0.2008,0.0002,0.11180000000000001,0.34940000000000004,0.0806,0.0134,0.0034000000000000002,0.004,0.004,0.0034000000000000002
648,870,268,36,5,55.87268805503845,0.01224515025186356,2.6062844594319663,0.0,0.0,0.0,0.0,52.492,10.4962,0.1852,10.273399999999999,0.0004,0.0012000000000000001,0.5336000000000001,0.9006000000000001,0.24420000000000003,0.0002,0.13,0.39380000000000004,0.095,0.014199999999999999,0.0034000000000000002,0.004,0.004200000000000001,0.0034000000000000002
720,870,268,36,5,63.50506830215454,0.013988919641779757,2.6532678604125977,0.0,0.0,0.0,0.0,60.129,12.0232,0.2042,11.7804,0.0004,0.0014,0.6038,1.0208,0.2742,0.0002,0.1542,0.4394,0.1142,0.0152,0.0034000000000000002,0.004,0.004,0.0034000000000000002
792,870,268,36,5,72.91964530944824,0.016154762465378333,2.6464285850524902,0.0,0.0,0.0,0.0,69.13,13.8232,0.2254,13.5584,0.0004,0.0016,0.7152000000000001,1.1652,0.3224,0.0002,0.172,0.48600000000000004,0.1412,0.0156,0.0034000000000000002,0.004,0.004200000000000001,0.0034000000000000002
864,870,268,36,5,82.19382548332214,0.018293725265853707,2.6161205768585205,0.0,0.0,0.0,0.0,77.138,15.424600000000002,0.24620000000000003,15.1394,0.0004,0.0016,0.7954,1.2736,0.35419999999999996,0.0002,0.198,0.5309999999999999,0.1626,0.0152,0.0032,0.004,0.004200000000000001,0.0034000000000000002
936,870,268,36,5,89.17378616333008,0.019893233054442423,2.6382223765055337,0.0,0.0,0.0,0.0,84.636,16.9238,0.269,16.6142,0.0006000000000000001,0.0018,0.8912000000000001,1.419,0.39039999999999997,0.0002,0.21059999999999998,0.5748,0.18,0.016,0.0034000000000000002,0.004,0.004200000000000001,0.0034000000000000002
1008,870,268,36,5,96.5281388759613,0.021582163174947103,2.6457290649414062,0.0,0.0,0.0,0.0,92.517,18.4998,0.28500000000000003,18.1736,0.0006000000000000001,0.002,0.9554,1.5142,0.4224,0.0002,0.233,0.6194,0.2016,0.0166,0.0034000000000000002,0.004,0.004200000000000001,0.0034000000000000002
1080,870,268,36,5,110.694744348526,0.02482935223999608,2.6870621045430503,0.0,0.0,0.0,0.0,103.853,20.7668,0.317,20.4082,0.0006000000000000001,0.0021999999999999997,1.1176,1.6687999999999998,0.4816,0.0002,0.2572,0.6618,0.23420000000000002,0.017,0.0034000000000000002,0.004,0.004200000000000001,0.0034000000000000002
1152,870,268,36,4,92.53389310836792,0.025822967610596697,2.6699658234914145,0.0,0.0,0.0,0.0,87.498,21.87025,0.32175,21.5065,0.0005,0.0025,1.14325,1.7455,0.49875,0.00025,0.26925,0.70475,0.25575,0.01725,0.00325,0.004,0.00425,0.00325
