Kernel Name,Number of Calls,Average Duration (s),Total Bytes,Total FLOPs (SP),Total FLOPs (DP),Total FLOPs (HP),AI (SP),AI (DP),AI (HP),Achieved Performance (SP),Achieved Performance (DP),Achieved Performance (HP)
grid_class_zt2zm_gpu_1650_5,1,0.000197,269720339,0,25601160,0,0.000000,0.094917,0.000000,0.000000,0.129939,0.000000
grid_class_zt2zm_gpu_1666_5,1,0.000007,2622081,0,194730,0,0.000000,0.074265,0.000000,0.000000,0.026117,0.000000
saturation_sat_mixrat_liq_2d_379_1,1,0.000108,124928688,0,174861645,17337880,0.000000,1.399692,0.138782,0.000000,1.620049,0.160631
saturation_sat_mixrat_liq_2d_497_1,1,0.000149,198712113,17485490,148626665,0,0.087994,0.747950,0.000000,0.116982,0.994345,0.000000
grid_class_zt2zm_gpu_1650_6,1,0.000197,269781035,0,25576800,0,0.000000,0.094806,0.000000,0.000000,0.130069,0.000000
grid_class_zt2zm_gpu_1666_6,1,0.000007,2621826,0,178794,0,0.000000,0.068194,0.000000,0.000000,0.023877,0.000000
grid_class_gradzt_2d_2664_3,1,0.000149,198582082,0,17239392,0,0.000000,0.086812,0.000000,0.000000,0.115956,0.000000
grid_class_gradzt_2d_2678_3,1,0.000006,1048704,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
advance_helper_module_calc_brunt_vaisala_freq_sqd_508_1,1,0.000202,271083301,17339840,157359048,0,0.063965,0.580482,0.000000,0.085644,0.777220,0.000000
grid_class_zt2zm_gpu_1650_7,1,0.000197,270084824,0,25550880,0,0.000000,0.094603,0.000000,0.000000,0.129390,0.000000
grid_class_zt2zm_gpu_1666_7,1,0.000008,2621825,0,193890,0,0.000000,0.073952,0.000000,0.000000,0.025783,0.000000
grid_class_gradzt_2d_2664_4,1,0.000148,198538102,0,17228916,0,0.000000,0.086779,0.000000,0.000000,0.116035,0.000000
grid_class_gradzt_2d_2678_4,1,0.000006,1048704,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
grid_class_gradzt_2d_2664_5,1,0.000149,198490572,0,17213148,0,0.000000,0.086720,0.000000,0.000000,0.115730,0.000000
grid_class_gradzt_2d_2678_5,1,0.000006,1048702,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
advance_helper_module_calc_brunt_vaisala_freq_sqd_520_1,1,0.000159,200975990,17296854,140579333,0,0.086064,0.699483,0.000000,0.108649,0.883036,0.000000
advance_helper_module_calc_brunt_vaisala_freq_sqd_528_1,1,0.000371,487486073,69941562,740415846,0,0.143474,1.518845,0.000000,0.188550,1.996031,0.000000
grid_class_zt2zm_gpu_1650_8,1,0.000197,269967883,0,25565160,0,0.000000,0.094697,0.000000,0.000000,0.129778,0.000000
grid_class_zt2zm_gpu_1666_8,1,0.000008,2621823,0,190410,0,0.000000,0.072625,0.000000,0.000000,0.025001,0.000000
advance_helper_module_calc_brunt_vaisala_freq_sqd_544_1,1,0.000201,273916115,0,299208294,0,0.000000,1.092335,0.000000,0.000000,1.486528,0.000000
advance_helper_module_calc_brunt_vaisala_freq_sqd_582_1,1,0.000106,125394795,0,26419405,17537988,0.000000,0.210690,0.139862,0.000000,0.249579,0.165678
grid_class_zm2zt_gpu_2281_9,1,0.000199,272060700,0,25745640,0,0.000000,0.094632,0.000000,0.000000,0.129266,0.000000
grid_class_zt2zm_gpu_1650_9,1,0.000198,269615320,0,25513080,0,0.000000,0.094628,0.000000,0.000000,0.129136,0.000000
grid_class_zt2zm_gpu_1666_9,1,0.000008,2621823,0,193800,0,0.000000,0.073918,0.000000,0.000000,0.025446,0.000000
grid_class_gradzt_2d_2664_6,1,0.000149,198690470,0,17312724,0,0.000000,0.087134,0.000000,0.000000,0.116099,0.000000
grid_class_gradzt_2d_2678_6,1,0.000007,1048703,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
grid_class_gradzt_2d_2664_7,1,0.000149,198773129,0,17272332,0,0.000000,0.086895,0.000000,0.000000,0.115903,0.000000
grid_class_gradzt_2d_2678_7,1,0.000007,1048702,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
advance_clubb_core_module_advance_clubb_core_1469_1,1,0.000150,200436165,0,26281530,17521020,0.000000,0.131122,0.087414,0.000000,0.175604,0.117069
advance_helper_module_calc_ri_zm_884_1,1,0.000150,200476775,17523324,132073942,0,0.087408,0.658799,0.000000,0.116437,0.877591,0.000000
mixing_length_calc_lscale_directly_1193_1,1,0.000094,119329422,0,0,34858552,0.000000,0.000000,0.292120,0.000000,0.000000,0.372548
mixing_length_compute_mixing_length_248_1,1,0.000006,524415,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
grid_class_zm2zt_gpu_2281_10,1,0.000199,272008671,0,25699680,0,0.000000,0.094481,0.000000,0.000000,0.129284,0.000000
mixing_length_compute_mixing_length_266_1,1,0.000361,470450552,34503920,287794060,0,0.073342,0.611741,0.000000,0.095674,0.798009,0.000000
mixing_length_compute_mixing_length_282_1,1,0.002504,450168776,16501032,418026144,0,0.036655,0.928599,0.000000,0.006589,0.166916,0.000000
mixing_length_compute_mixing_length_306_1,1,0.000293,401097016,0,85833540,0,0.000000,0.213997,0.000000,0.000000,0.292795,0.000000
mixing_length_compute_mixing_length_329_1,1,0.000341,470030995,0,59927098,0,0.000000,0.127496,0.000000,0.000000,0.175579,0.000000
saturation_sat_mixrat_liq_2d_379_2,1,0.000106,123255728,0,173259240,17325924,0.000000,1.405689,0.140569,0.000000,1.628866,0.162887
saturation_sat_mixrat_liq_2d_497_2,1,0.000148,197369544,17336550,147360675,0,0.087838,0.746623,0.000000,0.117139,0.995680,0.000000
mixing_length_compute_mixing_length_356_1,1,0.001201,1445060265,34308144,543652128,0,0.023742,0.376214,0.000000,0.028563,0.452621,0.000000
mixing_length_compute_mixing_length_557_1,1,0.000295,404405027,0,86568480,0,0.000000,0.214064,0.000000,0.000000,0.293827,0.000000
mixing_length_compute_mixing_length_579_1,1,0.000342,469940868,0,59918565,0,0.000000,0.127502,0.000000,0.000000,0.175422,0.000000
saturation_sat_mixrat_liq_2d_379_3,1,0.000107,124360702,0,174914740,17491474,0.000000,1.406511,0.140651,0.000000,1.630694,0.163069
saturation_sat_mixrat_liq_2d_497_3,1,0.000150,199080744,17506830,148808055,0,0.087938,0.747476,0.000000,0.116924,0.993856,0.000000
mixing_length_compute_mixing_length_605_1,1,0.001196,1442541448,34044504,546021468,0,0.023600,0.378514,0.000000,0.028461,0.456479,0.000000
mixing_length_compute_mixing_length_796_1,1,0.000482,538236230,0,147291912,0,0.000000,0.273657,0.000000,0.000000,0.305453,0.000000
advance_clubb_core_module_advance_clubb_core_1542_1,1,0.000152,199709770,17516412,131373090,0,0.087709,0.657820,0.000000,0.115580,0.866852,0.000000
grid_class_zt2zm_gpu_1650_10,1,0.000197,269734698,0,25639320,0,0.000000,0.095054,0.000000,0.000000,0.130027,0.000000
grid_class_zt2zm_gpu_1666_10,1,0.000008,2621699,0,192930,0,0.000000,0.073590,0.000000,0.000000,0.025547,0.000000
advance_clubb_core_module_advance_clubb_core_1552_1,1,0.000163,201672385,17420900,246331526,17420900,0.086382,1.221444,0.086382,0.106767,1.509680,0.106767
advance_clubb_core_module_advance_clubb_core_1561_1,1,0.000399,473757170,0,87987362,17423240,0.000000,0.185722,0.036777,0.000000,0.220551,0.043673
advance_clubb_core_module_advance_clubb_core_1574_1,1,0.000220,259859534,0,87443256,17201952,0.000000,0.336502,0.066197,0.000000,0.398164,0.078327
advance_clubb_core_module_advance_clubb_core_1632_1,1,0.000151,199855474,0,17367733,17208396,0.000000,0.086901,0.086104,0.000000,0.115232,0.114175
grid_class_zt2zm_gpu_1650_11,1,0.000197,269798449,0,25632720,0,0.000000,0.095007,0.000000,0.000000,0.130163,0.000000
grid_class_zt2zm_gpu_1666_11,1,0.000008,2621825,0,192150,0,0.000000,0.073289,0.000000,0.000000,0.025552,0.000000
advance_clubb_core_module_advance_clubb_core_1642_1,1,0.000163,201769924,0,132190236,17347800,0.000000,0.655153,0.085978,0.000000,0.810466,0.106360
advance_helper_module_lscale_width_vert_avg_968_1,1,0.000070,50319490,0,0,17520984,0.000000,0.000000,0.348195,0.000000,0.000000,0.251276
advance_helper_module_lscale_width_vert_avg_977_1,1,0.000247,336496113,0,17627940,0,0.000000,0.052387,0.000000,0.000000,0.071237,0.000000
advance_helper_module_lscale_width_vert_avg_986_1,1,0.000654,346773700,17151936,220831176,17151936,0.049461,0.636816,0.049461,0.026209,0.337439,0.026209
advance_helper_module_wp2_term_splat_lhs_1118_1,1,0.000108,125565262,0,114538008,0,0.000000,0.912179,0.000000,0.000000,1.059282,0.000000
grid_class_zm2zt_gpu_2281_11,1,0.000200,272175894,0,25871640,0,0.000000,0.095055,0.000000,0.000000,0.129628,0.000000
grid_class_zt2zm_gpu_1650_12,1,0.000197,269930764,0,25671840,0,0.000000,0.095105,0.000000,0.000000,0.130045,0.000000
grid_class_zt2zm_gpu_1666_12,1,0.000008,2621698,0,192090,0,0.000000,0.073269,0.000000,0.000000,0.025544,0.000000
advance_helper_module_wp2_term_splat_lhs_1130_1,1,0.000107,126737576,0,8782644,17565288,0.000000,0.069298,0.138596,0.000000,0.082271,0.164543
advance_helper_module_wp3_term_splat_lhs_1201_1,1,0.000108,125709194,0,114603105,0,0.000000,0.911653,0.000000,0.000000,1.061454,0.000000
grid_class_zm2zt_gpu_2281_12,1,0.000199,271814876,0,25921800,0,0.000000,0.095366,0.000000,0.000000,0.130360,0.000000
advance_helper_module_wp3_term_splat_lhs_1213_1,1,0.000105,125477934,0,17407728,17407728,0.000000,0.138731,0.138731,0.000000,0.165801,0.165801
sfc_varnce_module_calc_sfc_varnce_237_1,1,0.000006,524416,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
sfc_varnce_module_calc_sfc_varnce_509_1,1,0.000008,1572867,0,2811336,0,0.000000,1.787396,0.000000,0.000000,0.352828,0.000000
sfc_varnce_module_calc_sfc_varnce_537_1,1,0.000007,1572990,0,257137,0,0.000000,0.163470,0.000000,0.000000,0.037030,0.000000
sfc_varnce_module_calc_sfc_varnce_551_1,1,0.000009,2097276,253800,2480895,0,0.121014,1.182913,0.000000,0.028530,0.278878,0.000000
sfc_varnce_module_calc_sfc_varnce_569_1,1,0.000007,1048705,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
sfc_varnce_module_calc_sfc_varnce_581_1,1,0.000009,2097279,261954,2226609,0,0.124902,1.061665,0.000000,0.029876,0.253947,0.000000
sfc_varnce_module_calc_sfc_varnce_590_1,1,0.000009,3145854,0,496256,0,0.000000,0.157749,0.000000,0.000000,0.053847,0.000000
sfc_varnce_module_calc_sfc_varnce_668_1,1,0.000006,524416,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
sfc_varnce_module_calc_sfc_varnce_674_1,1,0.000007,1048959,0,261312,0,0.000000,0.249115,0.000000,0.000000,0.035198,0.000000
grid_class_zt2zm_gpu_1650_13,1,0.000198,269638885,0,25542720,0,0.000000,0.094729,0.000000,0.000000,0.129056,0.000000
grid_class_zt2zm_gpu_1666_13,1,0.000008,2621820,0,193050,0,0.000000,0.073632,0.000000,0.000000,0.025563,0.000000
grid_class_zt2zm_gpu_1650_14,1,0.000197,269858568,0,25539840,0,0.000000,0.094642,0.000000,0.000000,0.129860,0.000000
grid_class_zt2zm_gpu_1666_14,1,0.000008,2621826,0,189210,0,0.000000,0.072167,0.000000,0.000000,0.024534,0.000000
grid_class_zt2zm_gpu_1650_15,1,0.000197,269693443,0,25677840,0,0.000000,0.095211,0.000000,0.000000,0.130180,0.000000
grid_class_zt2zm_gpu_1666_15,1,0.000008,2621823,0,196050,0,0.000000,0.074776,0.000000,0.000000,0.025742,0.000000
grid_class_zt2zm_gpu_1650_16,1,0.000198,269995441,0,25697760,0,0.000000,0.095178,0.000000,0.000000,0.130070,0.000000
grid_class_zt2zm_gpu_1666_16,1,0.000008,2621826,0,196380,0,0.000000,0.074902,0.000000,0.000000,0.025464,0.000000
grid_class_zt2zm_gpu_1650_17,1,0.000198,270029028,0,25659240,0,0.000000,0.095024,0.000000,0.000000,0.129875,0.000000
grid_class_zt2zm_gpu_1666_17,1,0.000008,2621826,0,191280,0,0.000000,0.072957,0.000000,0.000000,0.024803,0.000000
advance_clubb_core_module_advance_clubb_core_1797_1,1,0.000198,263776764,0,0,17362598,0.000000,0.000000,0.065823,0.000000,0.000000,0.087669
advance_clubb_core_module_advance_clubb_core_1809_1,1,0.000105,125879266,0,0,17603096,0.000000,0.000000,0.139841,0.000000,0.000000,0.168071
advance_clubb_core_module_advance_clubb_core_1827_1,1,0.000105,125574230,0,0,17535630,0.000000,0.000000,0.139644,0.000000,0.000000,0.167478
advance_helper_module_compute_cx_fnc_richardson_743_1,1,0.000105,125800558,0,8767025,0,0.000000,0.069690,0.000000,0.000000,0.083655,0.000000
advance_helper_module_compute_cx_fnc_richardson_795_1,1,0.000161,130129316,0,140503410,17346100,0.000000,1.079721,0.133299,0.000000,0.870141,0.107425
advance_helper_module_compute_cx_fnc_richardson_831_1,1,0.000103,120541965,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
advance_xm_wpxp_module_advance_xm_wpxp_611_1,1,0.000208,129029507,17471766,607031870,17471766,0.135409,4.704597,0.135409,0.084128,2.922919,0.084128
advance_xm_wpxp_module_advance_xm_wpxp_632_1,1,0.000208,128994738,17452578,607707716,17452578,0.135297,4.711105,0.135297,0.083984,2.924371,0.083984
advance_xm_wpxp_module_damp_coefficient_5949_1,1,0.000211,205992094,16829006,154644920,0,0.081697,0.750732,0.000000,0.079707,0.732442,0.000000
advance_xm_wpxp_module_damp_coefficient_5949_2,1,0.000212,205890018,16871408,154578576,0,0.081944,0.750782,0.000000,0.079486,0.728265,0.000000
advance_xm_wpxp_module_advance_xm_wpxp_679_1,1,0.000104,125734113,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
advance_xm_wpxp_module_advance_xm_wpxp_739_1,1,0.000128,70407858,0,0,16715220,0.000000,0.000000,0.237406,0.000000,0.000000,0.130718
advance_xm_wpxp_module_advance_xm_wpxp_739_2,1,0.000138,262218,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
advance_xm_wpxp_module_advance_xm_wpxp_760_1,1,0.000106,125183009,0,8648255,17296510,0.000000,0.069085,0.138170,0.000000,0.081797,0.163594
mono_flux_limiter_calc_turb_adv_range_1507_1,1,0.000106,125558934,0,8753238,0,0.000000,0.069714,0.000000,0.000000,0.082491,0.000000
mono_flux_limiter_calc_mean_w_up_down_component_2041_1,1,0.000252,332904008,0,138202778,0,0.000000,0.415143,0.000000,0.000000,0.548702,0.000000
mono_flux_limiter_calc_mean_w_up_down_component_2087_1,1,0.000007,126,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
mono_flux_limiter_calc_mean_w_up_down_component_2041_2,1,0.000251,332982659,0,138699264,0,0.000000,0.416536,0.000000,0.000000,0.552922,0.000000
mono_flux_limiter_calc_mean_w_up_down_component_2087_2,1,0.000006,129,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
mono_flux_limiter_mean_vert_vel_up_down_1929_1,1,0.000200,272869309,0,35119452,17559726,0.000000,0.128704,0.064352,0.000000,0.175879,0.087939
mono_flux_limiter_mean_vert_vel_up_down_1939_1,1,0.000200,272858909,0,35204896,17602448,0.000000,0.129022,0.064511,0.000000,0.175940,0.087970
mono_flux_limiter_calc_turb_adv_range_1528_1,1,0.000114,92734557,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
mono_flux_limiter_calc_turb_adv_range_1588_1,1,0.000114,92636370,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
mono_flux_limiter_calc_turb_adv_range_1649_1,1,0.000005,129,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
advance_xm_wpxp_module_wpxp_term_pr1_lhs_5526_1,1,0.000242,330179474,0,17251476,17251476,0.000000,0.052249,0.052249,0.000000,0.071151,0.071151
advance_xm_wpxp_module_wpxp_term_pr1_lhs_5540_1,1,0.000006,127,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
advance_xm_wpxp_module_advance_xm_wpxp_784_1,1,0.000151,200534141,0,8772555,17545110,0.000000,0.043746,0.087492,0.000000,0.058020,0.116039
advance_xm_wpxp_module_calc_xm_wpxp_ta_terms_2331_1,1,0.000106,125748781,0,96659706,0,0.000000,0.768673,0.000000,0.000000,0.908729,0.000000
grid_class_zm2zt_gpu_2281_13,1,0.000199,271987406,0,25858320,0,0.000000,0.095072,0.000000,0.000000,0.129832,0.000000
advance_xm_wpxp_module_calc_xm_wpxp_ta_terms_2344_1,1,0.000196,261374810,0,8541940,17083880,0.000000,0.032681,0.065362,0.000000,0.043638,0.087277
turbulent_adv_pdf_xpyp_term_ta_pdf_lhs_378_1,1,0.000006,127,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
turbulent_adv_pdf_xpyp_term_ta_pdf_lhs_394_1,1,0.000446,613984475,0,120220828,0,0.000000,0.195804,0.000000,0.000000,0.269699,0.000000
turbulent_adv_pdf_xpyp_term_ta_pdf_lhs_477_1,1,0.000006,127,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
advance_xm_wpxp_module_calc_xm_wpxp_ta_terms_2385_1,1,0.000318,406764251,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
advance_xm_wpxp_module_calc_xm_wpxp_ta_terms_2422_1,1,0.000095,120303516,0,0,17579604,0.000000,0.000000,0.146127,0.000000,0.000000,0.185721
advance_xm_wpxp_module_calc_xm_wpxp_ta_terms_2447_1,1,0.000492,612938296,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
advance_xm_wpxp_module_calc_xm_wpxp_ta_terms_2460_1,1,0.000095,120384006,0,0,17406810,0.000000,0.000000,0.144594,0.000000,0.000000,0.182660
grid_class_zt2zm_gpu_1650_18,1,0.000197,269777569,0,25733040,0,0.000000,0.095386,0.000000,0.000000,0.130821,0.000000
grid_class_zt2zm_gpu_1666_18,1,0.000008,2621823,0,194700,0,0.000000,0.074261,0.000000,0.000000,0.025565,0.000000
advance_xm_wpxp_module_xm_term_ta_lhs_5213_1,1,0.000246,334639797,0,34618870,0,0.000000,0.103451,0.000000,0.000000,0.140700,0.000000
advance_xm_wpxp_module_wpxp_term_tp_lhs_5312_1,1,0.000005,126,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
advance_xm_wpxp_module_wpxp_term_tp_lhs_5320_1,1,0.000197,260120183,0,17275350,0,0.000000,0.066413,0.000000,0.000000,0.087910,0.000000
advance_xm_wpxp_module_wpxp_term_tp_lhs_5335_1,1,0.000005,126,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
advance_xm_wpxp_module_wpxp_terms_ac_pr2_lhs_5431_1,1,0.000005,128,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
advance_xm_wpxp_module_wpxp_terms_ac_pr2_lhs_5438_1,1,0.000198,269804363,0,34508106,0,0.000000,0.127900,0.000000,0.000000,0.174157,0.000000
advance_xm_wpxp_module_wpxp_terms_ac_pr2_lhs_5449_1,1,0.000005,126,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
diffusion_diffusion_zm_lhs_831_1,1,0.000148,199416077,0,17495610,0,0.000000,0.087734,0.000000,0.000000,0.117908,0.000000
grid_class_gradzt_2d_2664_8,1,0.000149,198720888,0,17233452,0,0.000000,0.086722,0.000000,0.000000,0.115891,0.000000
grid_class_gradzt_2d_2678_8,1,0.000006,1048706,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
diffusion_diffusion_zm_lhs_842_1,1,0.000149,200768456,0,17416296,17416296,0.000000,0.086748,0.086748,0.000000,0.116544,0.116544
diffusion_diffusion_zm_lhs_852_1,1,0.000008,1049087,0,121340,0,0.000000,0.115662,0.000000,0.000000,0.015999,0.000000
diffusion_diffusion_zm_lhs_861_1,1,0.000259,328172080,0,34576996,17005080,0.000000,0.105362,0.051818,0.000000,0.133564,0.065687
diffusion_diffusion_zm_lhs_877_1,1,0.000008,1048964,0,130660,0,0.000000,0.124561,0.000000,0.000000,0.015584,0.000000
diffusion_diffusion_zm_lhs_893_1,1,0.000009,3146239,0,386835,0,0.000000,0.122952,0.000000,0.000000,0.043484,0.000000
diffusion_diffusion_zm_lhs_934_1,1,0.000398,546110977,0,146309856,0,0.000000,0.267912,0.000000,0.000000,0.367894,0.000000
diffusion_diffusion_zm_lhs_990_1,1,0.000009,3146238,0,390456,0,0.000000,0.124103,0.000000,0.000000,0.044370,0.000000
mean_adv_term_ma_zm_lhs_467_1,1,0.000006,126,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
mean_adv_term_ma_zm_lhs_476_1,1,0.000345,471106931,0,51749310,0,0.000000,0.109846,0.000000,0.000000,0.150001,0.000000
mean_adv_term_ma_zm_lhs_495_1,1,0.000006,130,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
mean_adv_term_ma_zt_lhs_267_1,1,0.000312,324552626,0,16943900,0,0.000000,0.052207,0.000000,0.000000,0.054352,0.000000
mean_adv_term_ma_zt_lhs_299_1,1,0.000008,1048836,0,121248,0,0.000000,0.115602,0.000000,0.000000,0.014407,0.000000
mean_adv_term_ma_zt_lhs_328_1,1,0.000007,524415,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
advance_xm_wpxp_module_solve_xm_wpxp_with_single_lhs_2978_1,1,0.000004,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
advance_xm_wpxp_module_xm_wpxp_lhs_1334_1,1,0.000011,128,0,0,129960,0.000000,0.000000,1016.328829,0.000000,0.000000,0.012196
advance_xm_wpxp_module_xm_wpxp_lhs_1351_1,1,0.000757,478580472,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
advance_xm_wpxp_module_xm_wpxp_lhs_1373_1,1,0.000922,1235881826,0,93060208,0,0.000000,0.075299,0.000000,0.000000,0.100900,0.000000
advance_xm_wpxp_module_xm_wpxp_lhs_1405_1,1,0.000011,258,0,0,130548,0.000000,0.000000,505.341880,0.000000,0.000000,0.011623
advance_xm_wpxp_module_xm_wpxp_lhs_1422_1,1,0.000449,607407555,0,8346949,0,0.000000,0.013742,0.000000,0.000000,0.018580,0.000000
advance_xm_wpxp_module_xm_wpxp_lhs_1448_1,1,0.000662,888879969,0,26033616,0,0.000000,0.029288,0.000000,0.000000,0.039338,0.000000
advance_xm_wpxp_module_wpxp_terms_bp_pr3_rhs_5644_1,1,0.000005,130,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
advance_xm_wpxp_module_wpxp_terms_bp_pr3_rhs_5650_1,1,0.000199,269027164,17078160,155838210,0,0.063481,0.579266,0.000000,0.085637,0.781442,0.000000
advance_xm_wpxp_module_wpxp_terms_bp_pr3_rhs_5658_1,1,0.000005,127,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
advance_xm_wpxp_module_xm_wpxp_rhs_1829_1,1,0.000006,524417,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
advance_xm_wpxp_module_xm_wpxp_rhs_1837_1,1,0.000148,198737641,0,17475590,0,0.000000,0.087933,0.000000,0.000000,0.118437,0.000000
advance_xm_wpxp_module_xm_wpxp_rhs_1853_1,1,0.000444,620165416,0,94033740,0,0.000000,0.151627,0.000000,0.000000,0.211635,0.000000
advance_xm_wpxp_module_xm_wpxp_rhs_1870_1,1,0.000005,257,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
advance_xm_wpxp_module_xm_wpxp_rhs_1879_1,1,0.000143,192234810,0,17102960,0,0.000000,0.088969,0.000000,0.000000,0.119327,0.000000
advance_xm_wpxp_module_wpxp_terms_bp_pr3_rhs_5644_2,1,0.000005,129,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
advance_xm_wpxp_module_wpxp_terms_bp_pr3_rhs_5650_2,1,0.000200,269054044,17037280,155891112,0,0.063323,0.579404,0.000000,0.085105,0.778708,0.000000
advance_xm_wpxp_module_wpxp_terms_bp_pr3_rhs_5658_2,1,0.000005,258,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
advance_xm_wpxp_module_xm_wpxp_rhs_1829_2,1,0.000006,524415,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
advance_xm_wpxp_module_xm_wpxp_rhs_1837_2,1,0.000149,198309099,0,17282430,0,0.000000,0.087149,0.000000,0.000000,0.116046,0.000000
advance_xm_wpxp_module_xm_wpxp_rhs_1853_2,1,0.000445,620213043,0,93777854,0,0.000000,0.151203,0.000000,0.000000,0.210923,0.000000
advance_xm_wpxp_module_xm_wpxp_rhs_1870_2,1,0.000005,127,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
advance_xm_wpxp_module_xm_wpxp_rhs_1879_2,1,0.000144,192310537,0,17113600,0,0.000000,0.088989,0.000000,0.000000,0.118950,0.000000
advance_xm_wpxp_module_solve_xm_wpxp_with_single_lhs_3063_1,1,0.000393,550550967,0,51336240,17112080,0.000000,0.093245,0.031082,0.000000,0.130672,0.043557
grid_class_gradzt_2d_2664_9,1,0.000149,198574187,0,17255484,0,0.000000,0.086897,0.000000,0.000000,0.115989,0.000000
grid_class_gradzt_2d_2678_9,1,0.000007,1048702,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
grid_class_gradzt_2d_2664_10,1,0.000149,198643982,0,17248680,0,0.000000,0.086832,0.000000,0.000000,0.116043,0.000000
grid_class_gradzt_2d_2678_10,1,0.000007,1048706,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
advance_xm_wpxp_module_solve_xm_wpxp_with_single_lhs_3119_1,1,0.000247,337431914,0,26471610,17647740,0.000000,0.078450,0.052300,0.000000,0.107211,0.071474
advance_xm_wpxp_module_solve_xm_wpxp_with_single_lhs_3159_1,1,0.000150,200216132,0,88170500,0,0.000000,0.440377,0.000000,0.000000,0.588871,0.000000
grid_class_zt2zm_gpu_1650_19,1,0.000198,269680454,0,25520160,0,0.000000,0.094631,0.000000,0.000000,0.129213,0.000000
grid_class_zt2zm_gpu_1666_19,1,0.000008,2621694,0,180252,0,0.000000,0.068754,0.000000,0.000000,0.023668,0.000000
grid_class_zm2zt_gpu_2281_14,1,0.000199,271900149,0,25842720,0,0.000000,0.095045,0.000000,0.000000,0.129545,0.000000
grid_class_zt2zm_gpu_1650_20,1,0.000197,269887798,0,25574520,0,0.000000,0.094760,0.000000,0.000000,0.129573,0.000000
grid_class_zt2zm_gpu_1666_20,1,0.000008,2621824,0,192840,0,0.000000,0.073552,0.000000,0.000000,0.024902,0.000000
grid_class_zm2zt_gpu_2281_15,1,0.000199,271798264,0,25789200,0,0.000000,0.094884,0.000000,0.000000,0.129526,0.000000
grid_class_gradzt_2d_2664_11,1,0.000149,198599608,0,17256240,0,0.000000,0.086890,0.000000,0.000000,0.116144,0.000000
grid_class_gradzt_2d_2678_11,1,0.000006,1048704,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
grid_class_gradzt_2d_2664_12,1,0.000150,198861762,0,17275464,0,0.000000,0.086872,0.000000,0.000000,0.115330,0.000000
grid_class_gradzt_2d_2678_12,1,0.000006,1048701,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
